id,time,value
3,2026:06:22 22:09:58,314.5
1,2026:06:22 22:10:58,643.7
2,2026:06:22 22:10:58,636.2
3,2026:06:22 22:10:58,481.5
1,2026:06:22 22:11:58,503.0
2,2026:06:22 22:11:58,649.7
3,2026:06:22 22:11:58,144.7
1,2026:06:22 22:12:58,757.1
2,2026:06:22 22:12:58,693.6
3,2026:06:22 22:12:58,151.1
1,2026:06:22 22:13:58,345.3
2,2026:06:22 22:13:58,65.2
3,2026:06:22 22:13:58,791.9
1,2026:06:22 22:14:58,417.8
2,2026:06:22 22:14:58,413.2
3,2026:06:22 22:14:58,613.6
1,2026:06:22 22:15:58,154.5
2,2026:06:22 22:15:58,637.7
3,2026:06:22 22:15:58,301.4
1,2026:06:22 22:16:58,240.5
2,2026:06:22 22:16:58,289.2
3,2026:06:22 22:16:58,593.5
1,2026:06:22 22:17:58,663.3
2,2026:06:22 22:17:58,142.4
3,2026:06:22 22:17:58,98.8
1,2026:06:22 22:18:58,362.3
2,2026:06:22 22:18:58,316.8
3,2026:06:22 22:18:58,51.9
1,2026:06:22 22:19:58,551.5
2,2026:06:22 22:19:58,167.4
3,2026:06:22 22:19:58,525.7
1,2026:06:22 22:20:58,584.7
2,2026:06:22 22:20:58,366.7
3,2026:06:22 22:20:58,201.4
1,2026:06:22 22:21:58,36.3
2,2026:06:22 22:21:58,291.9
3,2026:06:22 22:21:58,550.6
1,2026:06:22 22:22:58,311.2
2,2026:06:22 22:22:58,735.9
3,2026:06:22 22:22:58,47.8
1,2026:06:22 22:23:58,18.0
2,2026:06:22 22:23:58,735.5
3,2026:06:22 22:23:58,98.6
1,2026:06:22 22:24:58,98.0
2,2026:06:22 22:24:58,212.2
3,2026:06:22 22:24:58,50.3
1,2026:06:22 22:25:58,727.0
2,2026:06:22 22:25:58,232.4
3,2026:06:22 22:25:58,45.6
1,2026:06:22 22:26:58,354.6
2,2026:06:22 22:26:58,7.9
3,2026:06:22 22:26:58,285.8
1,2026:06:22 22:27:58,210.8
2,2026:06:22 22:27:58,497.0
3,2026:06:22 22:27:58,249.9
1,2026:06:22 22:28:58,465.5
2,2026:06:22 22:28:58,22.7
3,2026:06:22 22:28:58,135.8
1,2026:06:22 22:29:58,379.5
2,2026:06:22 22:29:58,688.9
3,2026:06:22 22:29:58,345.0
1,2026:06:22 22:30:58,123.7
2,2026:06:22 22:30:58,338.9
3,2026:06:22 22:30:58,140.4
1,2026:06:22 22:31:58,341.3
2,2026:06:22 22:31:58,138.5
3,2026:06:22 22:31:58,794.7
1,2026:06:22 22:32:58,616.1
2,2026:06:22 22:32:58,304.7
3,2026:06:22 22:32:58,539.6
1,2026:06:22 22:33:58,226.4
2,2026:06:22 22:33:58,387.5
3,2026:06:22 22:33:58,401.9
1,2026:06:22 22:34:58,111.4
2,2026:06:22 22:34:58,83.2
3,2026:06:22 22:34:58,134.4
1,2026:06:22 22:35:58,388.9
2,2026:06:22 22:35:58,29.8
3,2026:06:22 22:35:58,346.1
1,2026:06:22 22:36:58,667.8
2,2026:06:22 22:36:58,565.7
3,2026:06:22 22:36:58,796.6
1,2026:06:22 22:37:58,521.5
2,2026:06:22 22:37:58,87.4
3,2026:06:22 22:37:58,768.2
1,2026:06:22 22:38:58,532.6
2,2026:06:22 22:38:58,220.0
3,2026:06:22 22:38:58,3.9
1,2026:06:22 22:39:58,516.0
2,2026:06:22 22:39:58,7.9
3,2026:06:22 22:39:58,704.4
1,2026:06:22 22:40:58,731.5
2,2026:06:22 22:40:58,698.4
3,2026:06:22 22:40:58,587.4
1,2026:06:22 22:41:58,109.2
2,2026:06:22 22:41:58,452.5
3,2026:06:22 22:41:58,582.2
1,2026:06:22 22:42:58,660.1
2,2026:06:22 22:42:58,144.2
3,2026:06:22 22:42:58,667.5
1,2026:06:22 22:43:58,543.9
2,2026:06:22 22:43:58,312.4
3,2026:06:22 22:43:58,291.1
1,2026:06:22 22:44:58,694.5
2,2026:06:22 22:44:58,691.3
3,2026:06:22 22:44:58,578.3
1,2026:06:22 22:45:58,315.4
2,2026:06:22 22:45:58,296.8
3,2026:06:22 22:45:58,744.6
1,2026:06:22 22:46:58,695.8
2,2026:06:22 22:46:58,23.5
3,2026:06:22 22:46:58,327.1
1,2026:06:22 22:47:58,682.0
2,2026:06:22 22:47:58,281.3
3,2026:06:22 22:47:58,431.6
1,2026:06:22 22:48:58,48.3
2,2026:06:22 22:48:58,276.5
3,2026:06:22 22:48:58,439.2
1,2026:06:22 22:49:58,423.6
2,2026:06:22 22:49:58,255.8
3,2026:06:22 22:49:58,686.0
1,2026:06:22 22:50:58,734.1
2,2026:06:22 22:50:58,73.1
3,2026:06:22 22:50:58,500.6
1,2026:06:22 22:51:58,285.6
2,2026:06:22 22:51:58,220.9
3,2026:06:22 22:51:58,326.7
1,2026:06:22 22:52:58,222.5
2,2026:06:22 22:52:58,203.1
3,2026:06:22 22:52:58,596.4
1,2026:06:22 22:53:58,431.1
2,2026:06:22 22:53:58,56.8
3,2026:06:22 22:53:58,702.0
1,2026:06:22 22:54:58,205.9
2,2026:06:22 22:54:58,402.5
3,2026:06:22 22:54:58,169.8
1,2026:06:22 22:55:58,749.1
2,2026:06:22 22:55:58,242.4
3,2026:06:22 22:55:58,666.0
1,2026:06:22 22:56:58,304.8
2,2026:06:22 22:56:58,310.0
3,2026:06:22 22:56:58,404.5
1,2026:06:22 22:57:58,633.7
2,2026:06:22 22:57:58,682.9
3,2026:06:22 22:57:58,378.3
1,2026:06:22 22:58:58,781.2
2,2026:06:22 22:58:58,163.9
3,2026:06:22 22:58:58,740.0
1,2026:06:22 22:59:58,506.2
2,2026:06:22 22:59:58,524.7
3,2026:06:22 22:59:58,755.9
1,2026:06:22 23:00:58,754.6
2,2026:06:22 23:00:58,427.8
3,2026:06:22 23:00:58,248.0
1,2026:06:22 23:01:58,703.7
2,2026:06:22 23:01:58,67.5
3,2026:06:22 23:01:58,588.7
1,2026:06:22 23:02:58,273.9
2,2026:06:22 23:02:58,650.1
3,2026:06:22 23:02:58,417.1
1,2026:06:22 23:03:58,705.9
2,2026:06:22 23:03:58,338.1
3,2026:06:22 23:03:58,655.1
1,2026:06:22 23:04:58,621.8
2,2026:06:22 23:04:58,162.2
3,2026:06:22 23:04:58,259.8
1,2026:06:22 23:05:58,78.5
2,2026:06:22 23:05:58,126.6
3,2026:06:22 23:05:58,502.6
1,2026:06:22 23:06:58,141.1
2,2026:06:22 23:06:58,670.7
3,2026:06:22 23:06:58,581.3
1,2026:06:22 23:07:58,618.3
2,2026:06:22 23:07:58,328.3
3,2026:06:22 23:07:58,772.4
1,2026:06:22 23:08:58,366.5
2,2026:06:22 23:08:58,274.1
3,2026:06:22 23:08:58,152.3
1,2026:06:22 23:09:58,798.4
2,2026:06:22 23:09:58,312.9
3,2026:06:22 23:09:58,206.4
1,2026:06:22 23:10:58,713.6
2,2026:06:22 23:10:58,357.1
3,2026:06:22 23:10:58,516.4
1,2026:06:22 23:11:58,424.3
2,2026:06:22 23:11:58,214.4
3,2026:06:22 23:11:58,744.4
1,2026:06:22 23:12:58,53.6
2,2026:06:22 23:12:58,791.8
3,2026:06:22 23:12:58,394.7
1,2026:06:22 23:13:58,135.9
2,2026:06:22 23:13:58,609.1
3,2026:06:22 23:13:58,456.2
1,2026:06:22 23:14:58,654.2
2,2026:06:22 23:14:58,128.4
3,2026:06:22 23:14:58,596.8
1,2026:06:22 23:15:58,10.4
2,2026:06:22 23:15:58,359.5
3,2026:06:22 23:15:58,634.8
1,2026:06:22 23:16:58,142.6
2,2026:06:22 23:16:58,743.3
3,2026:06:22 23:16:58,243.1
1,2026:06:22 23:17:58,519.5
2,2026:06:22 23:17:58,346.0
3,2026:06:22 23:17:58,599.4
1,2026:06:22 23:18:58,38.3
2,2026:06:22 23:18:58,757.0
3,2026:06:22 23:18:58,197.8
1,2026:06:22 23:19:58,481.7
2,2026:06:22 23:19:58,476.3
3,2026:06:22 23:19:58,374.1
1,2026:06:22 23:20:58,438.7
2,2026:06:22 23:20:58,476.0
3,2026:06:22 23:20:58,52.1
1,2026:06:22 23:21:58,165.5
2,2026:06:22 23:21:58,251.4
3,2026:06:22 23:21:58,51.8
1,2026:06:22 23:22:58,352.9
2,2026:06:22 23:22:58,103.0
3,2026:06:22 23:22:58,753.9
1,2026:06:22 23:23:58,676.1
2,2026:06:22 23:23:58,571.5
3,2026:06:22 23:23:58,209.6
1,2026:06:22 23:24:58,388.8
2,2026:06:22 23:24:58,360.4
3,2026:06:22 23:24:58,368.2
1,2026:06:22 23:25:58,647.1
2,2026:06:22 23:25:58,443.2
3,2026:06:22 23:25:58,635.0
1,2026:06:22 23:26:58,159.7
2,2026:06:22 23:26:58,155.5
3,2026:06:22 23:26:58,78.2
1,2026:06:22 23:27:58,79.3
2,2026:06:22 23:27:58,171.4
3,2026:06:22 23:27:58,562.0
1,2026:06:22 23:28:58,92.8
2,2026:06:22 23:28:58,467.5
3,2026:06:22 23:28:58,16.3
1,2026:06:22 23:29:58,73.6
2,2026:06:22 23:29:58,632.2
3,2026:06:22 23:29:58,377.7
1,2026:06:22 23:30:58,671.5
2,2026:06:22 23:30:58,443.2
3,2026:06:22 23:30:58,215.6
1,2026:06:22 23:31:58,192.3
2,2026:06:22 23:31:58,250.5
3,2026:06:22 23:31:58,364.4
1,2026:06:22 23:32:58,76.0
2,2026:06:22 23:32:58,198.0
3,2026:06:22 23:32:58,190.3
1,2026:06:22 23:33:58,371.1
2,2026:06:22 23:33:58,384.4
3,2026:06:22 23:33:58,507.0
1,2026:06:22 23:34:58,561.6
2,2026:06:22 23:34:58,247.2
3,2026:06:22 23:34:58,352.9
1,2026:06:22 23:35:58,665.6
2,2026:06:22 23:35:58,511.1
3,2026:06:22 23:35:58,737.1
1,2026:06:22 23:36:58,296.0
2,2026:06:22 23:36:58,202.5
3,2026:06:22 23:36:58,378.6
1,2026:06:22 23:37:58,123.0
2,2026:06:22 23:37:58,382.5
3,2026:06:22 23:37:58,383.5
1,2026:06:22 23:38:58,727.6
2,2026:06:22 23:38:58,431.3
3,2026:06:22 23:38:58,65.6
1,2026:06:22 23:39:58,310.2
2,2026:06:22 23:39:58,18.9
3,2026:06:22 23:39:58,6.1
1,2026:06:22 23:40:58,236.7
2,2026:06:22 23:40:58,203.1
3,2026:06:22 23:40:58,605.2
1,2026:06:22 23:41:58,735.4
2,2026:06:22 23:41:58,15.3
3,2026:06:22 23:41:58,11.8
1,2026:06:22 23:42:58,388.0
2,2026:06:22 23:42:58,458.5
3,2026:06:22 23:42:58,771.6
1,2026:06:22 23:43:58,367.6
2,2026:06:22 23:43:58,431.6
3,2026:06:22 23:43:58,23.2
1,2026:06:22 23:44:58,416.8
2,2026:06:22 23:44:58,423.3
3,2026:06:22 23:44:58,462.5
1,2026:06:22 23:45:58,316.8
2,2026:06:22 23:45:58,163.0
3,2026:06:22 23:45:58,82.7
1,2026:06:22 23:46:58,244.9
2,2026:06:22 23:46:58,37.0
3,2026:06:22 23:46:58,687.5
1,2026:06:22 23:47:58,106.0
2,2026:06:22 23:47:58,780.4
3,2026:06:22 23:47:58,464.6
1,2026:06:22 23:48:58,416.0
2,2026:06:22 23:48:58,239.6
3,2026:06:22 23:48:58,196.6
1,2026:06:22 23:49:58,796.4
2,2026:06:22 23:49:58,105.5
3,2026:06:22 23:49:58,393.8
1,2026:06:22 23:50:58,713.8
2,2026:06:22 23:50:58,360.0
3,2026:06:22 23:50:58,490.9
1,2026:06:22 23:51:58,263.0
2,2026:06:22 23:51:58,181.1
3,2026:06:22 23:51:58,416.1
1,2026:06:22 23:52:58,683.6
2,2026:06:22 23:52:58,464.0
3,2026:06:22 23:52:58,189.6
1,2026:06:22 23:53:58,74.0
2,2026:06:22 23:53:58,201.9
3,2026:06:22 23:53:58,205.8
1,2026:06:22 23:54:58,789.5
2,2026:06:22 23:54:58,169.9
3,2026:06:22 23:54:58,14.6
1,2026:06:22 23:55:58,742.4
2,2026:06:22 23:55:58,370.1
3,2026:06:22 23:55:58,531.9
1,2026:06:22 23:56:58,792.4
2,2026:06:22 23:56:58,511.0
3,2026:06:22 23:56:58,633.5
1,2026:06:22 23:57:58,439.8
2,2026:06:22 23:57:58,223.8
3,2026:06:22 23:57:58,317.3
1,2026:06:22 23:58:58,97.8
2,2026:06:22 23:58:58,505.5
3,2026:06:22 23:58:58,127.9
1,2026:06:22 23:59:58,125.1
2,2026:06:22 23:59:58,442.1
3,2026:06:22 23:59:58,656.7
